1,General-0-20200620-21:14:22-20653,0,exercise_7.Users[0].pppg$o[0].channel,throughput:stats,30764,,1136.163368,165.7995864,315.6592135,2817.022324,1258.175049
2,General-0-20200620-21:14:22-20653,0,exercise_7.Users[1].pppg$o[0].channel,throughput:stats,31271,,1185.853709,111.0732491,440,2783.751283,
3,General-0-20200620-21:14:22-20653,0,exercise_7.Users[2].pppg$o[0].channel,throughput:stats,32436,,1336.874633,248.6150408,440,2854.851102,
4,General-0-20200620-21:14:22-20653,0,exercise_7.Users[3].pppg$o[0].channel,throughput:stats,33182,,1239.0717,147.9888627,440,2793.571967,
5,General-0-20200620-21:14:22-20653,0,exercise_7.Users[4].pppg$o[0].channel,throughput:stats,31574,,1296.512445,138.7702179,440,2798.034217,
6,General-0-20200620-21:14:22-20653,0,exercise_7.Users[5].pppg$o[0].channel,throughput:stats,31202,,1207.10943,117.9602956,440,2772.893228,
7,General-0-20200620-21:14:22-20653,0,exercise_7.Users[6].pppg$o[0].channel,throughput:stats,31278,,1347.426087,166.2897668,151.1001201,2424.720336,
8,General-0-20200620-21:14:22-20653,0,exercise_7.Users[7].pppg$o[0].channel,throughput:stats,33685,,1312.641179,236.81792,440,2736.026354,
9,General-0-20200620-21:14:22-20653,0,exercise_7.Users[8].pppg$o[0].channel,throughput:stats,30380,,1316.776273,217.056745,440,2506.786798,
10,General-0-20200620-21:14:22-20653,0,exercise_7.Users[9].pppg$o[0].channel,throughput:stats,30934,,1227.715486,106.8747619,440,2423.331334,
11,General-0-20200620-21:14:22-20653,0,exercise_7.Users[10].pppg$o[0].channel,throughput:stats,29727,,1129.546667,121.8730254,440,2528.986999,
12,General-0-20200620-21:14:22-20653,0,exercise_7.Users[11].pppg$o[0].channel,throughput:stats,32880,,1316.495172,176.978312,440,2763.828597,
13,General-0-20200620-21:14:22-20653,0,exercise_7.Users[12].pppg$o[0].channel,throughput:stats,34445,,1439.945587,157.4760132,440,2421.943922,
14,General-0-20200620-21:14:22-20653,0,exercise_7.Users[13].pppg$o[0].channel,throughput:stats,32499,,1184.051217,126.5967988,106.1349637,2421.481805,
15,General-0-20200620-21:14:22-20653,0,exercise_7.Users[14].pppg$o[0].channel,throughput:stats,31337,,1275.140992,70.22485275,440,2421.019863,
16,General-0-20200620-21:14:22-20653,0,exercise_7.Users[15].pppg$o[0].channel,throughput:stats,34184,,1259.200254,134.0961968,440,2420.558098,
17,General-0-20200620-21:14:22-20653,0,exercise_7.Users[16].pppg$o[0].channel,throughput:stats,32562,,1240.320859,108.8210997,370.6882676,2420.096509,
18,General-0-20200620-21:14:22-20653,0,exercise_7.Users[17].pppg$o[0].channel,throughput:stats,32542,,1366.982637,206.7434995,440,2860.003736,
19,General-0-20200620-21:14:22-20653,0,exercise_7.Users[18].pppg$o[0].channel,throughput:stats,34421,,1310.289599,129.4457199,440,2515.924097,
20,General-0-20200620-21:14:22-20653,0,exercise_7.Users[19].pppg$o[0].channel,throughput:stats,29740,,1264.672608,133.8431762,440,2418.712798,
21,General-0-20200620-21:14:22-20653,0,exercise_7.Users[20].pppg$o[0].channel,throughput:stats,31639,,1297.343011,124.1500032,287.7790915,2418.251912,
22,General-0-20200620-21:14:22-20653,0,exercise_7.Users[21].pppg$o[0].channel,throughput:stats,34606,,1371.136415,79.14619317,440,2417.791202,
23,General-0-20200620-21:14:22-20653,0,exercise_7.Users[22].pppg$o[0].channel,throughput:stats,33602,,1370.555775,123.7557891,440,2512.504309,
24,General-0-20200620-21:14:22-20653,0,exercise_7.Users[23].pppg$o[0].channel,throughput:stats,31931,,1344.454698,161.4844115,440,2630.372819,
