run,repetition,module,name,count,sumweights,mean,stddev,min,max
General-0-20200620-21:14:22-20653,0,exercise_7.Users[149].pppg$o[0].channel,throughput:stats,30109,,1242.1041372901,119.17290949781,440,2783.0907548752
General-0-20200620-21:14:22-20653,0,exercise_7.Users[150].pppg$o[0].channel,throughput:stats,31100,,1208.5179313948,127.58535199835,440,2815.897686317
General-0-20200620-21:14:22-20653,0,exercise_7.Users[151].pppg$o[0].channel,throughput:stats,29230,,1268.965807556,223.80495355124,440,2824.7939681655
General-0-20200620-21:14:22-20653,0,exercise_7.Users[152].pppg$o[0].channel,throughput:stats,33667,,1213.7130786731,109.22324163528,440,2812.7992528376
General-0-20200620-21:14:22-20653,0,exercise_7.Users[153].pppg$o[0].channel,throughput:stats,34007,,1243.0574647348,160.59159807479,440,2796.0045947875
General-0-20200620-21:14:22-20653,0,exercise_7.Users[154].pppg$o[0].channel,throughput:stats,31376,,1359.4928295343,251.40176963197,234.86946553992,2638.3531995442
General-0-20200620-21:14:22-20653,0,exercise_7.Users[155].pppg$o[0].channel,throughput:stats,33777,,1426.3249305225,189.77128088099,440,2573.9728139
General-0-20200620-21:14:22-20653,0,exercise_7.Users[156].pppg$o[0].channel,throughput:stats,32696,,1209.5922109564,104.58875381556,237.96401174744,2424.6276867819
General-0-20200620-21:14:22-20653,0,exercise_7.Users[157].pppg$o[0].channel,throughput:stats,35468,,1465.2735690118,120.46132052063,440,2523.5282590522
General-0-20200620-21:14:22-20653,0,exercise_7.Users[158].pppg$o[0].channel,throughput:stats,31507,,1249.6092409535,169.90153979976,440,2733.7468795753
General-0-20200620-21:14:22-20653,0,exercise_7.Users[159].pppg$o[0].channel,throughput:stats,32328,,1321.8243896846,180.53018759863,440,2578.5852459605
General-0-20200620-21:14:22-20653,0,exercise_7.Users[160].pppg$o[0].channel,throughput:stats,29636,,1129.1268881644,126.26335014736,440,2565.9428392182
General-0-20200620-21:14:22-20653,0,exercise_7.Users[161].pppg$o[0].channel,throughput:stats,31224,,1162.8189674327,154.2054089931,440,2422.3137434204
General-0-20200620-21:14:22-20653,0,exercise_7.Users[162].pppg$o[0].channel,throughput:stats,30508,,1128.1736045397,108.1200333685,440,2421.8514846418
General-0-20200620-21:14:22-20653,0,exercise_7.Users[163].pppg$o[0].channel,throughput:stats,33529,,1305.1705293811,112.078588953,324.96680120784,2421.3894022585
General-0-20200620-21:14:22-20653,0,exercise_7.Users[164].pppg$o[0].channel,throughput:stats,35563,,1299.5412969872,121.83972789324,440,2525.2994651295
General-0-20200620-21:14:22-20653,0,exercise_7.Users[165].pppg$o[0].channel,throughput:stats,30400,,1167.460083249,115.17135492501,234.87578562341,2690.1785870159
General-0-20200620-21:14:22-20653,0,exercise_7.Users[166].pppg$o[0].channel,throughput:stats,30051,,1071.0009254323,98.022171562322,440,2420.0042124715
General-0-20200620-21:14:22-20653,0,exercise_7.Users[167].pppg$o[0].channel,throughput:stats,32349,,1216.8460936664,120.37348886675,440,2545.6023192654
General-0-20200620-21:14:22-20653,0,exercise_7.Users[168].pppg$o[0].channel,throughput:stats,35720,,1459.9706332675,116.44150434225,440,2505.9280612605
General-0-20200620-21:14:22-20653,0,exercise_7.Users[169].pppg$o[0].channel,throughput:stats,33038,,1323.1496463283,128.17245155545,440,2437.2097191071
General-0-20200620-21:14:22-20653,0,exercise_7.Users[170].pppg$o[0].channel,throughput:stats,32367,,1212.1455938997,83.876965705029,440,2418.1597561747
General-0-20200620-21:14:22-20653,0,exercise_7.Users[171].pppg$o[0].channel,throughput:stats,37343,,1370.2302754465,144.60999185006,440,2602.9517473684
General-0-20200620-21:14:22-20653,0,exercise_7.Users[172].pppg$o[0].channel,throughput:stats,32034,,1320.575024057,124.27398965411,440,2480.85407283
General-0-20200620-21:14:22-20653,0,exercise_7.Users[173].pppg$o[0].channel,throughput:stats,31446,,1258.8270523886,155.00772669237,440,2416.778257998
